Alpha-ID;Label;ICD-10-Code;Tumordiagnose
I92926;Stromales Sarkom des Isthmus uteri;C54.0;1
I109337;Adenoakanthom der Mamma;C54.1;1
I27787;Bösartige Neubildung des Endometriums;C54.1;1
I104505;Bösartige Neubildung des Endometriumstromas;C54.1;1
I80446;Endometriales Stromasarkom;C54.1;1
I27788;Endometriumkarzinom;C54.1;1
I135121;Endometriumkarzinom bei Lynch-Syndrom;C54.1;1
I133642;Gut differenzierter neuroendokriner Tumor des Endometriums;C54.1;1
I133598;Karzinofibrom des Endometriums;C54.1;1
I134816;Leiomyosarkom des Endometriums;C54.1;1
I133643;Maligner Keimzelltumor des Endometriums;C54.1;1
I133640;Primitiver neuroektodermaler Tumor des Endometriums;C54.1;1
I80455;Sarkom der Uterusschleimhaut;C54.1;1
I133641;Schlecht differenziertes neuroendokrines Karzinom des Endometriums;C54.1;1
I134271;Seröses Endometriumkarzinom;C54.1;1
I127786;Transitionalzellkarzinom des Corpus uteri;C54.1;1
I128971;Undifferenziertes Endometriumkarzinom;C54.1;1
I30223;Bösartige Neubildung des Myometriums;C54.2;1
I133597;Karzinofibrom des Myometriums;C54.2;1
I30224;Karzinom des Myometriums;C54.2;1
I134817;Leiomyosarkom des Myometriums;C54.2;1
I133644;Primitiver neuroektodermaler Tumor des Myometriums;C54.2;1
I104506;Bösartige Neubildung des Fundus des Uterus;C54.3;1
I30225;Bösartige Neubildung des Fundus uteri;C54.3;1
I133596;Karzinofibrom des Fundus uteri;C54.3;1
I30226;Karzinom des Fundus uteri;C54.3;1
I134818;Leiomyosarkom des Fundus uteri;C54.3;1
I133646;Primitiver neuroektodermaler Tumor des Fundus uteri;C54.3;1
I134258;Leiomyosarkom des Corpus uteri, mehrere Teilbereiche überlappend;C54.8;1
I11308;Adenokarzinom des Corpus uteri;C54.9;1
I127407;Adenosarkom des Corpus uteri;C54.9;1
I11306;Bösartige Neubildung des Corpus uteri;C54.9;1
I104507;Bösartige Neubildung des Uterushorns;C54.9;1
I104508;Bösartige Neubildung des Uteruskörpers;C54.9;1
I110774;Corpus-uteri-Sarkom;C54.9;1
I127404;Gut differenzierter neuroendokriner Tumor des Corpus uteri;C54.9;1
I127403;Karzinofibrom des Corpus uteri;C54.9;1
I11309;Karzinom des Corpus uteri;C54.9;1
I127409;Karzinosarkom des Corpus uteri;C54.9;1
I11310;Leiomyosarkom des Corpus uteri;C54.9;1
I127405;Maligner Keimzelltumor des Corpus uteri;C54.9;1
I130412;Maligner Müller-Mischtumor des Corpus uteri;C54.9;1
I11305;Malignom des Corpus uteri;C54.9;1
I127425;Papilläres Karzinom des Corpus uteri;C54.9;1
I127408;Plattenepithelkarzinom des Corpus uteri;C54.9;1
I127406;Primitiver neuroektodermaler Tumor des Corpus uteri;C54.9;1
I127424;Rhabdomyosarkom des Corpus uteri;C54.9;1
I132500;Schlecht differenziertes neuroendokrines Karzinom des Corpus uteri;C54.9;1
I11307;Uterushornkarzinom;C54.9;1
I22933;Bösartige Neubildung des Uterus;C55;1
I22939;Gebärmutterkarzinom;C55;1
I22938;Gebärmutterkrebs;C55;1
I22935;Gebärmuttermalignom;C55;1
I22940;Submuköses Leiomyosarkom des Uterus;C55;1
I22941;Subseröses Leiomyosarkom des Uterus;C55;1
I22937;Uteruskarzinom;C55;1
I22934;Uteruskrebs;C55;1
I22932;Uterusleiomyosarkom;C55;1
I22936;Uterusmalignom;C55;1
I22931;Uterussarkom;C55;1
I112793;Adenokarzinom des Ovars;C56;1
I20720;Bösartige Neubildung des Eierstocks;C56;1
I20717;Bösartige Neubildung des Ovars;C56;1
I94173;Bösartiger Granulosazell-Tumor;C56;1
I101491;Bösartiger Leydigzell-Tumor bei der Frau;C56;1
I68350;Bösartiges Androblastom bei der Frau;C56;1
I68666;Bösartiges Arrhenoblastom bei der Frau;C56;1
I79936;Bösartiges Thekom;C56;1
I20724;Carcinoma ovarii;C56;1
I94175;Dermoidtumor mit maligner Transformation;C56;1
I116393;Dermoidtumor mit maligner Transformation am Ovar;C56;1
I69636;Dermoidzyste mit maligner Transformation;C56;1
I20719;Dottersacktumor bei der Frau;C56;1
I19863;Dysgerminoma ovarii;C56;1
I20723;Eierstockkarzinom;C56;1
I20722;Eierstockkrebs;C56;1
I116394;Endometrioides Adenokarzinom am Ovar;C56;1
I67970;Endometrioides Adenokarzinom bei der Frau;C56;1
I128858;Endometrioides Karzinom am Ovar;C56;1
I116395;Endometrioides Zystadenokarzinom am Ovar;C56;1
I84533;Endometrioides Zystadenokarzinom bei der Frau;C56;1
I127416;Epithelialer Ovarialtumor mit Borderline-Malignität;C56;1
I20718;Extraovariales Ovarialkarzinom;C56;1
I74818;Granulosazell-Karzinom;C56;1
I125150;Hereditäres Brust- und Ovarialkrebssyndrom;C56;1
I132374;Hereditäres Site-specific-ovarian-cancer-Syndrom;C56;1
I127411;Klarzelliges Adenokarzinom des Ovars;C56;1
I127415;Kleinzelliges Ovarialkarzinom;C56;1
I64305;Maligner Brenner-Tumor;C56;1
I127412;Maligner Müller-Mischtumor des Ovars;C56;1
I20725;Maligner Ovarialtumor;C56;1
I127413;Maligner Sertoli-Leydig-Zell-Tumor des Ovars;C56;1
I119958;Maligner Tumor des Ovars;C56;1
I127434;Malignes Dysgerminom des Ovars;C56;1
I90791;Malignes endometrioides Adenofibrom;C56;1
I92638;Malignes endometrioides Zystadenofibrom;C56;1
I71805;Malignes Follikulom;C56;1
I127430;Malignes Teratom des Ovars;C56;1
I94713;Malignes unreifzelliges ovariales embryonales Teratom;C56;1
I116397;Muzinöser papillärer Tumor am Ovar mit geringem Malignitätspotential;C56;1
I94176;Muzinöser papillärer Tumor mit geringem Malignitätspotential;C56;1
I116396;Muzinöser Tumor am Ovar mit geringem Malignitätspotential;C56;1
I78095;Muzinöser Tumor mit geringem Malignitätspotential;C56;1
I127414;Muzinöses Adenokarzinom des Ovars;C56;1
I84110;Muzinöses Zystadenokarzinom;C56;1
I116398;Muzinöses Zystadenokarzinom am Ovar;C56;1
I101059;Muzinöses Zystadenom des Ovars mit Borderline-Malignität;C56;1
I127410;Nicht-dysgerminomatöser maligner Keimzelltumor des Ovars;C56;1
I19862;Ovarialdysgerminom;C56;1
I20716;Ovarialkarzinom;C56;1
I135343;Ovarialkarzinom bei hereditärem Brust- und Ovarialkrebssyndrom;C56;1
I135122;Ovarialkarzinom bei Lynch-Syndrom;C56;1
I20721;Ovarialkrebs;C56;1
I19867;Ovarialmesonephrom;C56;1
I19871;Ovarialseminom;C56;1
I111205;Ovarkarzinom;C56;1
I116400;Papilläres Adenokarzinom am Ovar;C56;1
I84111;Papilläres Zystadenokarzinom;C56;1
I116401;Papilläres Zystadenokarzinom am Ovar;C56;1
I101060;Papilläres Zystadenom des Ovars mit Borderline-Malignität;C56;1
I67686;Papillozystisches Adenokarzinom;C56;1
I116399;Papillozystisches Adenokarzinom am Ovar;C56;1
I74658;Papillozystisches Karzinom;C56;1
I116404;Papillozystisches Karzinom am Ovar;C56;1
I135081;Polyembryom des Ovars;C56;1
I78542;Polyvesikulärer Dottersacktumor bei der Frau;C56;1
I78540;Polyvesikulärer Vitellustumor bei der Frau;C56;1
I127417;Primäres nichtgestationales Chorionkarzinom des Ovars;C56;1
I67687;Pseudomuzinöses Adenokarzinom;C56;1
I116402;Pseudomuzinöses Adenokarzinom am Ovar;C56;1
I84112;Pseudomuzinöses Zystadenokarzinom;C56;1
I116403;Pseudomuzinöses Zystadenokarzinom am Ovar;C56;1
I101061;Pseudomuzinöses Zystadenom des Ovars mit Borderline-Malignität;C56;1
I78094;Seröser Tumor mit geringem Malignitätsgrad;C56;1
I84113;Seröses Zystadenokarzinom;C56;1
I101062;Seröses Zystadenom des Ovars mit Borderline-Malignität;C56;1
I80810;Sertoli-Zell-Karzinom bei der Frau;C56;1
I93584;Struma ovarii maligna;C56;1
I79968;Thecoma malignum;C56;1
I74820;Thekazellkarzinom;C56;1
I19864;Weibliches Dysgerminom;C56;1
I104918;Bösartige Neubildung der Salpinx;C57.0;1
I30228;Bösartige Neubildung der Tuba uterina;C57.0;1
I30227;Bösartige Neubildung des Eileiters;C57.0;1
I85056;Bösartige Neubildung eines Ovidukts;C57.0;1
I30230;Eileiterkarzinom;C57.0;1
I30229;Karzinom der Tuba uterina;C57.0;1
I127418;Maligner Tumor der Eileiter;C57.0;1
I21280;Tubenchorionepitheliom;C57.0;1
I106142;Bösartige Neubildung der Mesosalpinx;C57.1;1
I104510;Bösartige Neubildung der uteroovarialen Bänder;C57.1;1
I30231;Bösartige Neubildung des Ligamentum latum uteri;C57.1;1
I105752;Bösartige Neubildung des Ligamentum ovarii proprium;C57.1;1
I106143;Bösartige Neubildung des Mesovariums;C57.1;1
I105361;Bösartige Neubildung des Parovariums;C57.1;1
I30232;Karzinom des Ligamentum latum uteri;C57.1;1
I30233;Mesometriummalignom;C57.1;1
I85057;Bösartige Neubildung des Ligamentum rotundum;C57.2;1
I30234;Bösartige Neubildung des Ligamentum teres uteri;C57.2;1
I30236;Karzinom des Ligamentum teres uteri;C57.2;1
I30235;Krebs des Ligamentum teres uteri;C57.2;1
I105754;Bösartige Neubildung der Ligamenta sacrouterina;C57.3;1
I105753;Bösartige Neubildung der Ligamenta uteri;C57.3;1
I104511;Bösartige Neubildung der uterosakralen Bänder;C57.3;1
I105755;Bösartige Neubildung der uterosakralen Ligamente;C57.3;1
I104512;Bösartige Neubildung der Uterusligamente;C57.3;1
I30237;Bösartige Neubildung des Parametriums;C57.3;1
I30239;Bösartige Neubildung eines Uterusbandes;C57.3;1
I30242;Karzinom eines Uterusbandes;C57.3;1
I30240;Krebs eines Uterusbandes;C57.3;1
I30238;Parametriumkarzinom;C57.3;1
I30241;Parametriumkrebs;C57.3;1
I30243;Bösartige Neubildung der Uterusadnexe;C57.4;1
I30245;Karzinom der Uterusadnexe;C57.4;1
I30244;Krebs der Uterusadnexe;C57.4;1
I106144;Bösartige Neubildung des Müller-Ganges bei der Frau;C57.7;1
I85682;Bösartige Neubildung des Wolff-Ganges;C57.7;1
I109542;Bösartige Neubildung des Wolff-Ganges bei der Frau;C57.7;1
I85683;Bösartige Neubildung des Wolff-Körpers;C57.7;1
I85467;Bösartige tuboovariale Neubildung;C57.8;1
I85466;Bösartige uteroovariale Neubildung;C57.8;1
I30247;Tuboovarialkarzinom;C57.8;1
I30248;Uteroovarialkarzinom;C57.8;1
I129665;Vulvovaginales Rhabdomyosarkom;C57.8;1
I110036;Adenosarkom der Genitalorgane der Frau;C57.9;1
I110605;Bösartige Neubildung der Genitalorgane der Frau;C57.9;1
I103903;Bösartige Neubildung der weiblichen Geschlechtsorgane a.n.k.;C57.9;1
I104919;Bösartige Neubildung des Septum urethrovaginale;C57.9;1
I104920;Bösartige Neubildung des Septum vesikovaginale;C57.9;1
I104515;Bösartige Neubildung des vaginovesikalen Septums;C57.9;1
I104516;Bösartige Neubildung des vesikovaginalen Septums;C57.9;1
I104517;Bösartige Neubildung des vesikozervikalen Gewebes;C57.9;1
I85468;Bösartige Neubildung des weiblichen Urogenitaltraktes;C57.9;1
I30249;Karzinom der weiblichen Genitalien;C57.9;1
I104513;Urethrovaginale bösartige Neubildung;C57.9;1
I104514;Vaginovesikale bösartige Neubildung;C57.9;1
I104675;Vesikovaginale bösartige Neubildung;C57.9;1
I30246;Vesikovaginales Karzinom;C57.9;1
I30250;Weiblicher Unterleibskrebs;C57.9;1
I30251;Bösartige Neubildung der Plazenta;C58;1
I23185;Chorioblastom;C58;1
I23183;Chorionepitheliom;C58;1
I23184;Chorionkarzinom;C58;1
I89984;Chorionkarzinom bei der Frau;C58;1
I23191;Deciduoma malignum;C58;1
I31546;Deziduom;C58;1
I31545;Deziduomatose;C58;1
I23186;Fetaler Zottenkrebs;C58;1
I119347;Gestationales Chorionkarzinom;C58;1
I134135;Maligner epitheloider Trophoblasttumor;C58;1
I30253;Plazentakarzinom;C58;1
I30252;Plazentom;C58;1
I23188;Sarcoma deciduocellulare;C58;1
I119517;Schwangerschafts-Chorionkarzinom;C58;1
I23190;Syncytioma malignum;C58;1
I134744;Adenokarzinom des Präputiums;C60.0;1
I85030;Bösartige Neubildung der Vorhaut;C60.0;1
I85031;Bösartige Neubildung des Präputiums;C60.0;1
I135509;Malignes Melanom der Präputialschleimhaut;C60.0;1
I96446;Malignes Melanom der Vorhaut;C60.0;1
I96396;Malignes Melanom des Präputiums;C60.0;1
I107132;Nichtmelanomartige bösartige Neubildung der Haut des Präputiums;C60.0;1
I104071;Nichtmelanomartige bösartige Neubildung der Präputialhaut;C60.0;1
I134918;Plattenepithelkarzinom des Präputiums;C60.0;1
I21524;Präputiumkarzinom;C60.0;1
I21523;Präputiumkrebs;C60.0;1
I134745;Adenokarzinom der Glans penis;C60.1;1
I9466;Bösartige Neubildung der Glans penis;C60.1;1
I9468;Karzinom der Glans penis;C60.1;1
I9467;Krebs der Glans penis;C60.1;1
I134919;Plattenepithelkarzinom der Glans penis;C60.1;1
I134746;Adenokarzinom des Penisschaftes;C60.2;1
I30254;Bösartige Neubildung des Corpus cavernosum penis;C60.2;1
I30256;Bösartige Neubildung des Penisschaftes;C60.2;1
I30257;Karzinom des Corpus cavernosum des Penis;C60.2;1
I30255;Krebs des Corpus cavernosum des Penis;C60.2;1
I134920;Plattenepithelkarzinom des Penisschaftes;C60.2;1
I134260;Adenokarzinom des Penis, mehrere Teilbereiche überlappend;C60.8;1
I134262;Plattenepithelkarzinom des Penis, mehrere Teilbereiche überlappend;C60.8;1
I127419;Adenokarzinom des Penis;C60.9;1
I21141;Bösartige Neubildung der Penishaut;C60.9;1
I21067;Bösartige Neubildung des Penis;C60.9;1
I125033;Maligner Tumor des Penis;C60.9;1
I21069;Malignes Melanom des Penis;C60.9;1
I104072;Nichtmelanomartige bösartige Neubildung der Penishaut a.n.k.;C60.9;1
I21066;Peniskarzinom;C60.9;1
I21068;Peniskrebs;C60.9;1
I127420;Plattenepithelkarzinom des Penis;C60.9;1
I86600;Bösartige Neubildung der Prostata;C61;1
I134743;Embryonales Rhabdomyosarkom der Prostata;C61;1
I67972;Endometrioides Adenokarzinom beim Mann;C61;1
I84534;Endometrioides Zystadenokarzinom beim Mann;C61;1
I127421;Familiäres Prostatakarzinom;C61;1
I116424;Intraduktales Karzinom der Prostata [IDPCa];C61;1
I21705;Maligne Prostataerkrankung;C61;1
I21713;Maligner Prozess der Prostata;C61;1
I21711;Metastasierende Neoplasie der Prostata;C61;1
I21708;Metastasierendes Prostatakarzinom;C61;1
I21573;Prostataadenokarzinom;C61;1
I21706;Prostatakarzinom;C61;1
I21707;Prostatakrebs;C61;1
I21710;Prostatamalignom;C61;1
I21721;Prostatasarkom;C61;1
I21709;Vorsteherdrüsenkrebs;C61;1
I21712;Vorsteherdrüsenmalignom;C61;1
I30258;Bösartige Neubildung des Hodens bei Kryptorchismus;C62.0;1
I85469;Bösartige Neubildung eines ektopischen Hodens;C62.0;1
I107279;Bösartige Neubildung eines nichtdeszendierten Hodens;C62.0;1
I85473;Bösartige Neubildung eines retinierten Hodens;C62.0;1
I91380;Embryom eines nichtdeszendierten Hodens;C62.0;1
I30260;Hodenkarzinom bei Kryptorchismus;C62.0;1
I30259;Hodenkrebs bei Kryptorchismus;C62.0;1
I132858;Keimstrang-Stromatumor eines dystopen Hodens;C62.0;1
I132857;Nichtseminomatöser Keimzelltumor eines dystopen Hodens;C62.0;1
I135082;Polyembryom eines nichtdeszendierten Hodens;C62.0;1
I132853;Seminom eines nichtdeszendierten Hodens;C62.0;1
I135063;Teratom eines dystopen Hodens;C62.0;1
I93843;Teratom eines maldeszendierten Hodens;C62.0;1
I85684;Bösartige Neubildung eines deszendierten Hodens;C62.1;1
I85685;Bösartige Neubildung eines skrotalen Hodens;C62.1;1
I91455;Embryom eines deszendierten Hodens;C62.1;1
I132855;Keimstrang-Stromatumor eines skrotalen Hodens;C62.1;1
I132856;Nichtseminomatöser Keimzelltumor eines skrotalen Hodens;C62.1;1
I135083;Polyembryom eines deszendierten Hodens;C62.1;1
I132854;Seminom eines deszendierten Hodens;C62.1;1
I93829;Teratom eines skrotalen Hodens;C62.1;1
I80640;Anaplastisches Seminom;C62.9;1
I16258;Bösartige Neubildung des Hodens;C62.9;1
I101492;Bösartiger Leydigzell-Tumor beim Mann;C62.9;1
I68351;Bösartiges Androblastom beim Mann;C62.9;1
I68667;Bösartiges Arrhenoblastom beim Mann;C62.9;1
I68901;Chorionkarzinom beim Mann;C62.9;1
I16264;Dottersacktumor beim Mann;C62.9;1
I91152;Dysgerminom beim Mann;C62.9;1
I16328;Epithelioma seminifere;C62.9;1
I16327;Epithelioma spermatogonique Masson;C62.9;1
I18263;Hodenchorionepitheliom;C62.9;1
I69799;Hodenembryom;C62.9;1
I16261;Hodengerminom;C62.9;1
I16262;Hodenkarzinom;C62.9;1
I16256;Hodenkrebs;C62.9;1
I18265;Hodenmesotheliom;C62.9;1
I16326;Hodenseminom;C62.9;1
I16259;Hodenteratokarzinom;C62.9;1
I86679;Hodenteratom;C62.9;1
I127996;Keimstrang-Stromatumor des Hodens;C62.9;1
I16257;Maligner Hodentumor;C62.9;1
I16260;Metastasierender Hodentumor;C62.9;1
I127997;Nichtseminomatöser testikulärer Keimzelltumor;C62.9;1
I10723;Orchioblastom;C62.9;1
I78543;Polyvesikulärer Dottersacktumor beim Mann;C62.9;1
I78541;Polyvesikulärer Vitellustumor beim Mann;C62.9;1
I24325;Seminom;C62.9;1
I74821;Sertoli-Zell-Karzinom;C62.9;1
I80811;Sertoli-Zell-Karzinom beim Mann;C62.9;1
I82532;Spermatozytäres Seminom;C62.9;1
I32766;Spermatozytom;C62.9;1
I16263;Testiskarzinom;C62.9;1
I134922;Adenokarzinom des Nebenhodens;C63.0;1
I18844;Bösartige Neubildung der Epididymis;C63.0;1
I18843;Bösartige Neubildung des Nebenhodens;C63.0;1
I18846;Epididymiskarzinom;C63.0;1
I18845;Epididymiskrebs;C63.0;1
I18841;Nebenhodenkarzinom;C63.0;1
I108660;Nebenhodenkrebs;C63.0;1
I18842;Nebenhodenmesotheliom;C63.0;1
I134923;Adenokarzinom des Samenstranges;C63.1;1
I103071;Bösartige Neubildung des Ductus deferens;C63.1;1
I22069;Bösartige Neubildung des Funiculus spermaticus;C63.1;1
I22071;Bösartige Neubildung des Samenstranges;C63.1;1
I104518;Bösartige Neubildung des Vas deferens;C63.1;1
I134767;Embryonales Rhabdomyosarkom des Samenstranges;C63.1;1
I134810;Hochdifferenziertes Liposarkom des Samenstranges;C63.1;1
I22072;Karzinom des Funiculus spermaticus;C63.1;1
I22070;Krebs des Funiculus spermaticus;C63.1;1
I22068;Samenstrangkarzinom;C63.1;1
I134925;Adenokarzinom des Skrotums;C63.2;1
I85032;Bösartige Neubildung der Skrotalhaut;C63.2;1
I22232;Bösartige Neubildung des Skrotums;C63.2;1
I22231;Malignes Melanom des Skrotums;C63.2;1
I104073;Nichtmelanomartige bösartige Neubildung der Skrotalhaut;C63.2;1
I22233;Schornsteinfegerkrebs;C63.2;1
I110342;Skrotumbasaliom;C63.2;1
I22229;Skrotumkarzinom;C63.2;1
I22230;Skrotumkrebs;C63.2;1
I134926;Adenokarzinom der Samenblase;C63.7;1
I85686;Bösartige Neubildung der Bläschendrüse;C63.7;1
I85687;Bösartige Neubildung der Samenblase;C63.7;1
I22451;Bösartige Neubildung der Tunica vaginalis testis;C63.7;1
I104519;Bösartige Neubildung der Vesicula seminalis;C63.7;1
I103072;Bösartige Neubildung des Ductus ejaculatorius;C63.7;1
I106145;Bösartige Neubildung des Müller-Ganges beim Mann;C63.7;1
I102192;Bösartige Neubildung des Wolff-Ganges beim Mann;C63.7;1
I22452;Karzinom der Tunica vaginalis testis;C63.7;1
I22001;Karzinom der Vesicula seminalis;C63.7;1
I22000;Samenblasenkarzinom;C63.7;1
I134264;Paratestikuläres Adenokarzinom, mehrere Teilbereiche überlappend;C63.8;1
I110037;Adenosarkom der Genitalorgane des Mannes;C63.9;1
I110607;Bösartige Neubildung der Genitalorgane des Mannes;C63.9;1
I103906;Bösartige Neubildung der männlichen Geschlechtsorgane a.n.k.;C63.9;1
I85474;Bösartige Neubildung des männlichen Urogenitaltraktes;C63.9;1
I30261;Karzinom der männlichen Genitalien;C63.9;1
I104074;Nichtmelanomartige bösartige Neubildung der Haut der männlichen Geschlechtsorgane;C63.9;1
I127693;Paratestikuläres Adenokarzinom;C63.9;1
I66606;Adenokarzinom der Nierenzellen;C64;1
I110002;Angiosarkom der Niere;C64;1
I23111;Birch-Hirschfeld-Tumor;C64;1
I19879;Bösartige Neubildung der Niere;C64;1
I105362;Bösartige Neubildung des Nierenparenchyms;C64;1
I127444;Chromophobes Nierenzellkarzinom;C64;1
I127450;Ductus-Bellini-Karzinom;C64;1
I23106;Embryonales Adenorhabdomyosarkom der Niere;C64;1
I23107;Embryonales Adenosarkom der Niere [Wilms-Tumor];C64;1
I23105;Embryonales Nephroblastom;C64;1
I24283;Epinephrom;C64;1
I66287;Epitheliales Nephroblastom;C64;1
I135458;Erworbene zystische Nierenkrankheit mit assoziiertem Nierenzellkarzinom;C64;1
I24279;Grawitz-Tumor;C64;1
I131876;Hereditäre Leiomyomatose mit Nierenzellkarzinom;C64;1
I127446;Hereditäres klarzelliges Nierenzellkarzinom;C64;1
I127448;Hereditäres papilläres Nierenzellkarzinom;C64;1
I24284;Hypernephroider Nierentumor;C64;1
I24280;Hypernephroides Nierenkarzinom;C64;1
I24281;Hypernephrom;C64;1
I117250;Klarzelliges Karzinom der Niere;C64;1
I92841;Klarzelliges Nierensarkom;C64;1
I127445;Klarzelliges Nierenzellkarzinom;C64;1
I130111;Klarzelliges papilläres Nierenzellkarzinom;C64;1
I125388;Klarzellsarkom der Niere;C64;1
I19875;Maligner Nierentumor;C64;1
I23103;Malignes Nephrom;C64;1
I23109;Manon-Nieren-Dysembryom;C64;1
I127443;Medulläres Nierenkarzinom;C64;1
I66288;Mesenchymales Nephroblastom;C64;1
I132375;MiT-assoziiertes Translokations-Nierenzellkarzinom;C64;1
I127442;Muzinöses tubuläres und spindelzelliges Karzinom der Niere;C64;1
I19181;Nephroblastom;C64;1
I23104;Nephrogenes Dysembryom;C64;1
I19878;Nephrom;C64;1
I19515;Nierenadenokarzinom;C64;1
I69801;Nierenembryom;C64;1
I19873;Nierenkarzinom;C64;1
I19874;Nierenkrebs;C64;1
I19877;Nierenmalignom;C64;1
I20429;Nierenparenchymkarzinom;C64;1
I24282;Nierenstruma;C64;1
I19876;Nierenzellkarzinom;C64;1
I127447;Papilläres Nierenzellkarzinom;C64;1
I119473;RCC [Nierenzellkarzinom];C64;1
I104921;Renale bösartige Neubildung;C64;1
I19514;Renales Adenokarzinom;C64;1
I135084;Rhabdoidtumor der Niere;C64;1
I97149;Sarcoma clarocellulare der Niere;C64;1
I135534;Syndrom der globalen Entwicklungsverzögerung mit Lungenzysten, Großwuchs und Wilms-Tumor;C64;1
I127449;Tubulozystisches Nierenzellkarzinom;C64;1
I23108;Wilms-Adenosarkom;C64;1
I23110;Wilms-Tumor;C64;1
I85475;Bösartige Neubildung der Nierenbeckenkelche;C65;1
I20339;Bösartige Neubildung der Nierenkelche;C65;1
I20177;Bösartige Neubildung des Nierenbeckens;C65;1
I85688;Bösartige Neubildung des Nierenbecken-Ureter-Überganges;C65;1
I103485;Bösartige Neubildung des Nierenhilus;C65;1
I104520;Bösartige Neubildung des Überganges zwischen Nierenbecken und Harnleiter;C65;1
I20179;Bösartiger Tumor des Nierenbeckens;C65;1
I20190;Malignes Nierenbeckenpapillom;C65;1
I20176;Nierenbeckenkarzinom;C65;1
I20178;Nierenbeckenkrebs;C65;1
I20340;Nierenkelchkarzinom;C65;1
I20220;Transitionalzellkarzinom des Nierenbeckens;C65;1
I20221;Übergangszellkarzinom des Nierenbeckens;C65;1
I22609;Bösartige Neubildung des Harnleiters;C66;1
I22610;Bösartige Neubildung des Ureters;C66;1
I22613;Harnleiterkarzinom;C66;1
I22611;Harnleiterkrebs;C66;1
I134928;Transitionalzellkarzinom des Harnleiters;C66;1
I22612;Ureterkarzinom;C66;1
I22614;Ureterkrebs;C66;1
I14598;Blasenbodenkarzinom;C67.0;1
I14597;Bösartige Neubildung des Harnblasenbodens;C67.0;1
I22423;Bösartige Neubildung des Trigonum vesicae;C67.0;1
I134759;Embryonales Rhabdomyosarkom des Trigonum vesicae;C67.0;1
I14599;Harnblasenbodenkarzinom;C67.0;1
I22425;Karzinom des Trigonum vesicae;C67.0;1
I134041;Kleinzelliges Karzinom des Trigonum vesicae;C67.0;1
I22424;Krebs des Trigonum vesicae;C67.0;1
I133628;Nicht-papilläres Transitionalzellkarzinom des Trigonum vesicae;C67.0;1
I30262;Bösartige Neubildung des Apex vesicae;C67.1;1
I15091;Bösartige Neubildung des Blasenscheitels;C67.1;1
I103444;Bösartige Neubildung des Harnblasenscheitels;C67.1;1
I134760;Embryonales Rhabdomyosarkom des Apex vesicae;C67.1;1
I15093;Karzinom des Blasenscheitels;C67.1;1
I134042;Kleinzelliges Karzinom des Apex vesicae;C67.1;1
I15092;Krebs des Blasenscheitels;C67.1;1
I133629;Nicht-papilläres Transitionalzellkarzinom des Apex vesicae;C67.1;1
I112192;Bösartige Neubildung der lateralen Harnblasenwand;C67.2;1
I15360;Bösartige Neubildung der seitlichen Harnblasenwand;C67.2;1
I134761;Embryonales Rhabdomyosarkom der seitlichen Harnblasenwand;C67.2;1
I15359;Karzinom der seitlichen Harnblasenwand;C67.2;1
I134043;Kleinzelliges Karzinom der seitlichen Harnblasenwand;C67.2;1
I15361;Krebs der seitlichen Harnblasenwand;C67.2;1
I133630;Nicht-papilläres Transitionalzellkarzinom der seitlichen Harnblasenwand;C67.2;1
I15411;Bösartige Neubildung der vorderen Harnblasenwand;C67.3;1
I134762;Embryonales Rhabdomyosarkom der vorderen Harnblasenwand;C67.3;1
I15410;Karzinom der vorderen Harnblasenwand;C67.3;1
I134044;Kleinzelliges Karzinom der vorderen Harnblasenwand;C67.3;1
I15412;Krebs der vorderen Harnblasenwand;C67.3;1
I133631;Nicht-papilläres Transitionalzellkarzinom der vorderen Harnblasenwand;C67.3;1
I15288;Bösartige Neubildung der hinteren Harnblasenwand;C67.4;1
I134763;Embryonales Rhabdomyosarkom der hinteren Harnblasenwand;C67.4;1
I15290;Karzinom der hinteren Harnblasenwand;C67.4;1
I134045;Kleinzelliges Karzinom der hinteren Harnblasenwand;C67.4;1
I15289;Krebs der hinteren Harnblasenwand;C67.4;1
I133632;Nicht-papilläres Transitionalzellkarzinom der hinteren Harnblasenwand;C67.4;1
I14841;Bösartige Neubildung der Cervix vesicae;C67.5;1
I104521;Bösartige Neubildung der inneren Mündung der Urethra;C67.5;1
I14842;Bösartige Neubildung des Blasenhalses;C67.5;1
I14845;Bösartige Neubildung des Harnblasenhalses;C67.5;1
I20678;Bösartige Neubildung des Ostium urethrae internum;C67.5;1
I134764;Embryonales Rhabdomyosarkom des Harnblasenhalses;C67.5;1
I14846;Karzinom der Cervix vesicae;C67.5;1
I14847;Karzinom des Blasenhalses;C67.5;1
I134046;Kleinzelliges Karzinom des Harnblasenhalses;C67.5;1
I14843;Krebs der Cervix vesicae;C67.5;1
I14844;Krebs des Blasenhalses;C67.5;1
I133633;Nicht-papilläres Transitionalzellkarzinom des Blasenhalses;C67.5;1
I20686;Bösartige Neubildung der Harnleitermündung;C67.6;1
I104522;Bösartige Neubildung der Uretermündung;C67.6;1
I20685;Bösartige Neubildung des Ostium ureteris;C67.6;1
I20690;Karzinom der Harnleitermündung;C67.6;1
I20689;Karzinom des Ostium ureteris;C67.6;1
I134047;Kleinzelliges Karzinom des Ostium ureteris;C67.6;1
I20688;Krebs der Harnleitermündung;C67.6;1
