Alpha-ID;Label;ICD-10-Code;Tumordiagnose
I102231;Unsichere Neubildung des Zungenfrenulums;D37.0;1
I102326;Unsichere Neubildung des Zungengrundes;D37.0;1
I86441;Unsichere Neubildung einer großen Speicheldrüse;D37.0;1
I86454;Unsichere Neubildung einer kleinen Speicheldrüse;D37.0;1
I86417;Unsichere Neubildung einer Speicheldrüse;D37.0;1
I102223;Unsichere Neubildung einer Zahnalveole;D37.0;1
I102324;Unsichere Neubildung eines Zahnfaches a.n.k.;D37.0;1
I1661;Unterzungengeschwulst;D37.0;1
I128678;Gastro-oesophagealer Tumor;D37.1;1
I110840;Kardianeoplasie;D37.1;1
I110762;Kardiatumor;D37.1;1
I18004;Magengeschwulst;D37.1;1
I18006;Magenneoplasie;D37.1;1
I18005;Magentumor;D37.1;1
I106376;Unsichere Neubildung der großen Kurvatur des Magens a.n.k.;D37.1;1
