Version	Topographie	Topographie Text	Morphologiecodes	Dignität	Default	ICD10	ICD-10 Text
ICD-O-3.2 2019	C22\.0	Leber (hepatisch)	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.4	Gutartige Neubildung: Leber
ICD-O-3.2 2019	C22\.1	Intrahepatische Gallengänge	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.4	Gutartige Neubildung: Leber
ICD-O-3.2 2019	C23\.9	Gallenblase	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.5	Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase
ICD-O-3.2 2019	C24\.0	Extrahepatischer Gallengang	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.5	Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase
ICD-O-3.2 2019	C24\.1	Ampulla Vateri	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.5	Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase
ICD-O-3.2 2019	C24\.8	Gallenwege, mehrere Bereiche überlappend	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.5	Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase
ICD-O-3.2 2019	C24\.9	Gallenwege o.n.A.	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.5	Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase
ICD-O-3.2 2019	C25\.0	Pankreaskopf	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.6	Gutartige Neubildung: Pankreas
ICD-O-3.2 2019	C25\.1	Pankreaskörper	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.6	Gutartige Neubildung: Pankreas
ICD-O-3.2 2019	C25\.2	Pankreasschwanz	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.6	Gutartige Neubildung: Pankreas
ICD-O-3.2 2019	C25\.3	Ductus pancreaticus	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.6	Gutartige Neubildung: Pankreas
ICD-O-3.2 2019	C25\.7	Sonstige näher bezeichnete Teile des Pankreas	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.6	Gutartige Neubildung: Pankreas
ICD-O-3.2 2019	C25\.8	Pankreas, mehrere Teilbereiche überlappend	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.6	Gutartige Neubildung: Pankreas
ICD-O-3.2 2019	C25\.9	Pankreas o.n.A.	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.6	Gutartige Neubildung: Pankreas
ICD-O-3.2 2019	C25\.4	Pankreas-Inselzellen (Histos: nur NET)	8150	/0	1	D13.7	Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas
ICD-O-3.2 2019	C26\.0	Intestinaltrakt o.n.A.	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.9	Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems
ICD-O-3.2 2019	C26\.8	Verdauungssystem, mehrere Bereiche überlappend	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.9	Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems
ICD-O-3.2 2019	C26\.9	Gastrointestinaltrakt o.n.A.	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.9	Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems
ICD-O-3.2 2019	C42\.2	Milz	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D13.9	Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems
ICD-O-3.2 2019	C30\.0	Nasenhöhle	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.0	Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen
ICD-O-3.2 2019	C30\.1	Mittelohr	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.0	Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen
ICD-O-3.2 2019	C31\.0	Sinus maxillaris	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.0	Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen
ICD-O-3.2 2019	C31\.1	Sinus ethmoidalis	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.0	Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen
ICD-O-3.2 2019	C31\.2	Sinus frontalis	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.0	Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen
ICD-O-3.2 2019	C31\.3	Sinus sphenoidalis	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.0	Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen
ICD-O-3.2 2019	C31\.8	Nasennebenhöhlen, mehrere Teilbereiche überlappend	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.0	Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen
ICD-O-3.2 2019	C31\.9	Nasennebenhöhlen o.n.A.	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.0	Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen
ICD-O-3.2 2019	C32\.0	Glottis	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.1	Gutartige Neubildung: Larynx
ICD-O-3.2 2019	C32\.1	Supraglottis	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.1	Gutartige Neubildung: Larynx
ICD-O-3.2 2019	C32\.2	Subglottis	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.1	Gutartige Neubildung: Larynx
ICD-O-3.2 2019	C32\.3	Larynxknorpel	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.1	Gutartige Neubildung: Larynx
ICD-O-3.2 2019	C32\.8	Larynx, mehrere Teilbereiche überlappend	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.1	Gutartige Neubildung: Larynx
ICD-O-3.2 2019	C32\.9	Kehlkopf o.n.A.	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.1	Gutartige Neubildung: Larynx
ICD-O-3.2 2019	C33\.9	Trachea	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.2	Gutartige Neubildung: Trachea
ICD-O-3.2 2019	C34\.0	Hauptbronchus	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.3	Gutartige Neubildung: Bronchus und Lunge
ICD-O-3.2 2019	C34\.1	Lungenoberlappen	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.3	Gutartige Neubildung: Bronchus und Lunge
ICD-O-3.2 2019	C34\.2	Lungenmittellappen	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.3	Gutartige Neubildung: Bronchus und Lunge
ICD-O-3.2 2019	C34\.3	Lungenunterlappen	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.3	Gutartige Neubildung: Bronchus und Lunge
ICD-O-3.2 2019	C34\.8	Lunge, mehrere Teilbereiche überlappend	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.3	Gutartige Neubildung: Bronchus und Lunge
ICD-O-3.2 2019	C34\.9	Lunge o.n.A.	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.3	Gutartige Neubildung: Bronchus und Lunge
ICD-O-3.2 2019	C39\.0	Obere Atemwege o.n.A.	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.4	Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet
ICD-O-3.2 2019	C39\.8	Atemwege [Respirationstrakt] und intrathorakale Organe, mehrere Bereiche überlappend	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.4	Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet
ICD-O-3.2 2019	C39\.9	Mangelhaft bezeichneter Sitz innerhalb der Atmungsorgane	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D14.4	Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet
ICD-O-3.2 2019	C37\.9	Thymus	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D15.0	Gutartige Neubildung: Thymus
ICD-O-3.2 2019	C38\.0	Herz	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D15.1	Gutartige Neubildung: Herz
ICD-O-3.2 2019	C38\.1	Vorderes Mediastinum	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D15.2	Gutartige Neubildung: Mediastinum
ICD-O-3.2 2019	C38\.2	Hinteres Mediastinum	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D15.2	Gutartige Neubildung: Mediastinum
ICD-O-3.2 2019	C38\.3	Mediastinum o.n.A.	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D15.2	Gutartige Neubildung: Mediastinum
ICD-O-3.2 2019	C38\.4	Pleura o.n.A.	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D15.7	Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe
ICD-O-3.2 2019	C38\.8	Herz, Mediastinum und Pleura, mehrere Teilbereiche überlappend	8000-8719, 8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D15.7	Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe
ICD-O-3.2 2019	C40\.0	Lange Knochen von Arm und Schulter und zugehörige Gelenke	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.0	Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität
ICD-O-3.2 2019	C40\.1	Kurze Knochen der oberen Extremitäten und zugehörige Gelenke	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.1	Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der oberen Extremität
ICD-O-3.2 2019	C40\.2	Lange Knochen der unteren Extremitäten und zugehörige Gelenke	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.2	Gutartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität
ICD-O-3.2 2019	C40\.3	Kurze Knochen der unteren Extremitäten und zugehörige Gelenke	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.3	Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der unteren Extremität
ICD-O-3.2 2019	C41\.0	Knochen des Hirn- und Gesichtsschädels und zugehörige Gelenke	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.4	Gutartige Neubildung des Knochens und des Gelenkknorpels: Knochen des Hirn- und Gesichtsschädels
ICD-O-3.2 2019	C41\.1	Mandibula	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.5	Gutartige Neubildung des Knochens und des Gelenkknorpels: Unterkieferknochen
ICD-O-3.2 2019	C41\.2	Wirbelsäule	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.6	Gutartige Neubildung des Knochens und des Gelenkknorpels: Wirbelsäule
ICD-O-3.2 2019	C41\.3	Rippen, Sternum, Klavikula und zugehörige Gelenke	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.7	Gutartige Neubildung des Knochens und des Gelenkknorpels: Rippen, Sternum und Klavikula
ICD-O-3.2 2019	C41\.4	Beckenknochen, Kreuzbein, Steißbein und zugehörige Gelenke	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.8	Gutartige Neubildung des Knochens und des Gelenkknorpels: Knöchernes Becken
ICD-O-3.2 2019	C40\.8	Knochen, Gelenke und Gelenkknorpel der Extremitäten, mehrere Teilbereiche überlappend	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.9	Gutartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet
ICD-O-3.2 2019	C40\.9	Knochen einer Extremität o.n.A.	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.9	Gutartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet
ICD-O-3.2 2019	C41\.8	Knochen, Gelenke und Gelenkknorpel, mehrere Bereiche überlappend	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.9	Gutartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet
ICD-O-3.2 2019	C41\.9	Knochen o.n.A.	8800-8849, 8890-9045, 9060-9110, 9180-9589	/0	1	D16.9	Gutartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet
ICD-O-3.2 2019	C00\.0	Äußere Oberlippe	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C00\.1	Äußere Unterlippe	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C00\.2	Äußere Lippe o.n.A.	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C00\.6	Lippenkommissur	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C00\.8	Lippe, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C00\.9	Lippe o.n.A.	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C44\.0	Lippenhaut o.n.A.	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C44\.1	Augenlid	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C44\.2	Äußeres Ohr	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C44\.3	Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C44\.4	Behaarte Kopfhaut und Haut am Hals	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C47\.0	Periphere Nerven und autonomes Nervensystem des Kopfes, des Gesichtes und des Halses	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C49\.0	Bindegewebe, Subkutangewebe und sonstige Weichteile des Kopfes, des Gesichtes und des Halses	8850-8881	/0	1	D17.0	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses
ICD-O-3.2 2019	C44\.5	Haut am Stamm	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C47\.6	Periphere Nerven und autonomes Nervensystem des Stammes	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C49\.6	Bindegewebe, Subkutangewebe und sonstige Weichteile des Stammes o.n.A.	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C50\.0	Mamille	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C50\.1	Zentraler Drüsenkörper der Brust	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C50\.2	Oberer innerer Quadrant der Brust	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C50\.3	Unterer innerer Quadrant der Brust	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C50\.4	Oberer äußerer Quadrant der Brust	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C50\.5	Unterer äußerer Quadrant der Brust	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C50\.6	Recessus axillaris der Brust	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C50\.8	Brust, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C50\.9	Brust o.n.A.	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C51\.0	Labium majus	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C51\.1	Labium minus	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C51\.2	Klitoris	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C51\.8	Vulva, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C51\.9	Vulva o.n.A.	8850-8881	/0	1	D17.1	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
ICD-O-3.2 2019	C44\.6	Haut der oberen Extremitäten und der Schulter	8850-8881	/0	1	D17.2	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut der Extremitäten
ICD-O-3.2 2019	C44\.7	Haut der unteren Extremität und der Hüfte	8850-8881	/0	1	D17.2	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut der Extremitäten
ICD-O-3.2 2019	C47\.1	Periphere Nerven und autonomes Nervensystem der oberen Extremität und der Schulter	8850-8881	/0	1	D17.2	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut der Extremitäten
ICD-O-3.2 2019	C47\.2	Periphere Nerven und autonomes Nervensystem der unteren Extremität und der Hüfte	8850-8881	/0	1	D17.2	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut der Extremitäten
ICD-O-3.2 2019	C49\.1	Bindegewebe, Subkutangewebe und sonstige Weichteile der oberen Extremität und der Schulter	8850-8881	/0	1	D17.2	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut der Extremitäten
ICD-O-3.2 2019	C49\.2	Bindegewebe, Subkutangewebe und sonstige Weichteile der unteren Extremität und der Hüfte	8850-8881	/0	1	D17.2	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut der Extremitäten
ICD-O-3.2 2019	C44\.8	Haut, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C44\.9	Haut o.n.A.	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C47\.5	Periphere Nerven und autonomes Nervensystem des Beckens	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C49\.5	Bindegewebe, Subkutangewebe und sonstige Weichteile des Beckens	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C49\.8	Bindegewebe, Subkutangewebe und sonstige Weichteile, mehrere Bereiche überlappend	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C49\.9	Bindegewebe, Subkutangewebe und sonstige Weichteile o.n.A.	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C60\.0	Präputium	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C60\.1	Glans penis	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C60\.2	Penisschaft	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C60\.8	Penis, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C60\.9	Penis o.n.A.	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C63\.2	Skrotum o.n.A.	8850-8881	/0	1	D17.3	Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
ICD-O-3.2 2019	C33\.9	Trachea	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C34\.0	Hauptbronchus	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C34\.1	Lungenoberlappen	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C34\.2	Lungenmittellappen	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C34\.3	Lungenunterlappen	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C34\.8	Lunge, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C34\.9	Lunge o.n.A.	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C37\.9	Thymus	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C38\.0	Herz	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C38\.1	Vorderes Mediastinum	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C38\.2	Hinteres Mediastinum	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C38\.3	Mediastinum o.n.A.	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C38\.4	Pleura o.n.A.	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C38\.8	Herz, Mediastinum und Pleura, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C47\.3	Periphere Nerven und autonomes Nervensystem des Thorax	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C49\.3	Bindegewebe, Subkutangewebe und sonstige Weichteile des Thorax	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C73\.9	Schilddrüse	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C75\.0	Nebenschilddrüse	8850-8881	/0	1	D17.4	Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
ICD-O-3.2 2019	C16\.0	Kardia o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C16\.1	Fundus ventriculi	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C16\.2	Corpus ventriculi	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C16\.3	Antrum ventriculi	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C16\.4	Pylorus	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C16\.5	Kleine Kurvatur o.n.A	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C16\.6	Große Kurvatur o.n.A	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C16\.8	Magen, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C16\.9	Magen o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C17\.0	Duodenum	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C17\.1	Jejunum	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C17\.2	Ileum	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C17\.3	Meckel-Divertikel	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
