Version	Topographie	Topographie Text	Morphologiecodes	Dignität	Default	ICD10	ICD-10 Text
ICD-O-3.2 2019	C52\.9	Vagina o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C57\.0	Eileiter	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C57\.1	Ligamentum latum uteri	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C57\.2	Ligamentum rotundum	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C57\.3	Parametrium	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C57\.4	Weibliche Adnexe	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C57\.7	Sonstige näher bezeichnete Teile der weiblichen Geschlechtsorgane	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C57\.8	Weibliche Geschlechtsorgane, mehrere Bereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C57\.9	Weibliche Geschlechtsorgane o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.9	Neubildung unsicheren oder unbekannten Verhaltens: Weibliches Genitalorgan, nicht näher bezeichnet
ICD-O-3.2 2019	C61\.9	Prostata	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.0	Neubildung unsicheren oder unbekannten Verhaltens: Prostata
ICD-O-3.2 2019	C62\.0	Kryptorchider Hoden	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.1	Neubildung unsicheren oder unbekannten Verhaltens: Hoden
ICD-O-3.2 2019	C62\.1	Deszendierter Hoden	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.1	Neubildung unsicheren oder unbekannten Verhaltens: Hoden
ICD-O-3.2 2019	C62\.9	Testis o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.1	Neubildung unsicheren oder unbekannten Verhaltens: Hoden
ICD-O-3.2 2019	C60\.0	Präputium	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
ICD-O-3.2 2019	C60\.1	Glans penis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
ICD-O-3.2 2019	C60\.2	Penisschaft	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
ICD-O-3.2 2019	C60\.8	Penis, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
ICD-O-3.2 2019	C60\.9	Penis o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
ICD-O-3.2 2019	C63\.0	Nebenhoden	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
ICD-O-3.2 2019	C63\.1	Samenstrang	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
ICD-O-3.2 2019	C63\.2	Skrotum o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
ICD-O-3.2 2019	C63\.7	Sonstige näher bezeichnete Teile der männlichen Geschlechtsorgane	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
ICD-O-3.2 2019	C63\.8	Männliche Geschlechtsorgane, mehrere Bereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
ICD-O-3.2 2019	C63\.9	Männliche Geschlechtsorgane o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D40.9	Neubildung unsicheren oder unbekannten Verhaltens: Männliches Genitalorgan, nicht näher bezeichnet
ICD-O-3.2 2019	C64\.9	Niere o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.0	Neubildung unsicheren oder unbekannten Verhaltens: Niere
ICD-O-3.2 2019	C65\.9	Nierenbecken	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.1	Neubildung unsicheren oder unbekannten Verhaltens: Nierenbecken
ICD-O-3.2 2019	C66\.9	Ureter	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.2	Neubildung unsicheren oder unbekannten Verhaltens: Ureter
ICD-O-3.2 2019	C68\.0	Urethra	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.3	Neubildung unsicheren oder unbekannten Verhaltens: Urethra
ICD-O-3.2 2019	C67\.0	Trigonum vesicae	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.4	Neubildung unsicheren oder unbekannten Verhaltens: Harnblase
ICD-O-3.2 2019	C67\.1	Blasendach	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.4	Neubildung unsicheren oder unbekannten Verhaltens: Harnblase
ICD-O-3.2 2019	C67\.2	Laterale Harnblasenwand	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.4	Neubildung unsicheren oder unbekannten Verhaltens: Harnblase
ICD-O-3.2 2019	C67\.3	Vordere Harnblasenwand	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.4	Neubildung unsicheren oder unbekannten Verhaltens: Harnblase
ICD-O-3.2 2019	C67\.4	Hintere Harnblasenwand	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.4	Neubildung unsicheren oder unbekannten Verhaltens: Harnblase
ICD-O-3.2 2019	C67\.5	Harnblasenhals	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.4	Neubildung unsicheren oder unbekannten Verhaltens: Harnblase
ICD-O-3.2 2019	C67\.6	Ostium ureteris	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.4	Neubildung unsicheren oder unbekannten Verhaltens: Harnblase
ICD-O-3.2 2019	C67\.7	Urachus	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.4	Neubildung unsicheren oder unbekannten Verhaltens: Harnblase
ICD-O-3.2 2019	C67\.8	Harnblase, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.4	Neubildung unsicheren oder unbekannten Verhaltens: Harnblase
ICD-O-3.2 2019	C67\.9	Blase o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.4	Neubildung unsicheren oder unbekannten Verhaltens: Harnblase
ICD-O-3.2 2019	C68\.1	Paraurethrale Drüse	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Harnorgane
ICD-O-3.2 2019	C68\.8	Harntrakt, mehrere Bereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.9	Neubildung unsicheren oder unbekannten Verhaltens: Harnorgan, nicht näher bezeichnet
ICD-O-3.2 2019	C68\.9	Harntrakt o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D41.9	Neubildung unsicheren oder unbekannten Verhaltens: Harnorgan, nicht näher bezeichnet
ICD-O-3.2 2019	C70\.0	Hirnhäute	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D42.0	Neubildung unsicheren oder unbekannten Verhaltens: Hirnhäute
ICD-O-3.2 2019	C70\.1	Rückenmarkhäute	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D42.1	Neubildung unsicheren oder unbekannten Verhaltens: Rückenmarkhäute
ICD-O-3.2 2019	C70\.9	Meningen o.n.A.	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D42.9	Neubildung unsicheren oder unbekannten Verhaltens: Meningen, nicht näher bezeichnet
ICD-O-3.2 2019	C71\.0	Cerebrum	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.0	Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell
ICD-O-3.2 2019	C71\.1	Frontallappen	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.0	Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell
ICD-O-3.2 2019	C71\.2	Temporallappen	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.0	Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell
ICD-O-3.2 2019	C71\.3	Parietallappen	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.0	Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell
ICD-O-3.2 2019	C71\.4	Okzipitallappen	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.0	Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell
ICD-O-3.2 2019	C71\.5	Ventrikel o.n.A.	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.0	Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell
ICD-O-3.2 2019	C71\.6	Kleinhirn o.n.A.	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.1	Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, infratentoriell
ICD-O-3.2 2019	C71\.7	Hirnstamm, IV. Ventrikel	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.1	Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, infratentoriell
ICD-O-3.2 2019	C71\.8	Gehirn, mehrere Teilbereiche überlappend	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.2	Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, nicht näher bezeichnet
ICD-O-3.2 2019	C71\.9	Gehirn o.n.A.	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.2	Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, nicht näher bezeichnet
ICD-O-3.2 2019	C72\.2	N. olfactorius	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.3	Neubildung unsicheren oder unbekannten Verhaltens: Hirnnerven
ICD-O-3.2 2019	C72\.3	N. opticus	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.3	Neubildung unsicheren oder unbekannten Verhaltens: Hirnnerven
ICD-O-3.2 2019	C72\.4	N. acusticus	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.3	Neubildung unsicheren oder unbekannten Verhaltens: Hirnnerven
ICD-O-3.2 2019	C72\.5	Hirnnerven o.n.A.	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.3	Neubildung unsicheren oder unbekannten Verhaltens: Hirnnerven
ICD-O-3.2 2019	C72\.0	Rückenmark	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.4	Neubildung unsicheren oder unbekannten Verhaltens: Rückenmark
ICD-O-3.2 2019	C72\.1	Cauda equina	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Teile des Zentralnervensystems
ICD-O-3.2 2019	C72\.8	Gehirn und andere Teile des Zentralnervensystems, mehrere Teilbereiche überlappend	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.9	Neubildung unsicheren oder unbekannten Verhaltens: Zentralnervensystem, nicht näher bezeichnet
ICD-O-3.2 2019	C72\.9	Nervensystem	8000, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D43.9	Neubildung unsicheren oder unbekannten Verhaltens: Zentralnervensystem, nicht näher bezeichnet
ICD-O-3.2 2019	C73\.9	Schilddrüse	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.0	Neubildung unsicheren oder unbekannten Verhaltens: Schilddrüse
ICD-O-3.2 2019	C74\.0	Nebennierenrinde	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.1	Neubildung unsicheren oder unbekannten Verhaltens: Nebenniere
ICD-O-3.2 2019	C74\.1	Nebennierenmark	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.1	Neubildung unsicheren oder unbekannten Verhaltens: Nebenniere
ICD-O-3.2 2019	C74\.9	Nebenniere o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.1	Neubildung unsicheren oder unbekannten Verhaltens: Nebenniere
ICD-O-3.2 2019	C75\.0	Nebenschilddrüse	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.2	Neubildung unsicheren oder unbekannten Verhaltens: Nebenschilddrüse
ICD-O-3.2 2019	C75\.1	Hirnanhangsdrüse	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.3	Neubildung unsicheren oder unbekannten Verhaltens: Hypophyse
ICD-O-3.2 2019	C75\.2	Ductus craniopharyngealis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.4	Neubildung unsicheren oder unbekannten Verhaltens: Ductus craniopharyngealis
ICD-O-3.2 2019	C75\.3	Glandula pinealis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.5	Neubildung unsicheren oder unbekannten Verhaltens: Epiphyse [Glandula pinealis] [Zirbeldrüse]
ICD-O-3.2 2019	C75\.4	Glomus caroticum	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.6	Neubildung unsicheren oder unbekannten Verhaltens: Glomus caroticum
ICD-O-3.2 2019	C75\.5	Glomus aorticum und sonstige Paraganglien	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.7	Neubildung unsicheren oder unbekannten Verhaltens: Glomus aorticum und sonstige Paraganglien
ICD-O-3.2 2019	C75\.8	Endokrine Drüsen und verwandte Strukturen, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.8	Neubildung unsicheren oder unbekannten Verhaltens: Beteiligung mehrerer endokriner Drüsen
ICD-O-3.2 2019	C75\.9	Endokrine Drüse o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D44.9	Neubildung unsicheren oder unbekannten Verhaltens: Endokrine Drüse, nicht näher bezeichnet
ICD-O-3.2 2019	C40\.0	Lange Knochen von Arm und Schulter und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C40\.1	Kurze Knochen der oberen Extremitäten und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C40\.2	Lange Knochen der unteren Extremitäten und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C40\.3	Kurze Knochen der unteren Extremitäten und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C40\.8	Knochen, Gelenke und Gelenkknorpel der Extremitäten, mehrere Teilbereiche überlappend	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C40\.9	Knochen einer Extremität o.n.A.	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C41\.0	Knochen des Hirn- und Gesichtsschädels und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C41\.1	Mandibula	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C41\.2	Wirbelsäule	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C41\.3	Rippen, Sternum, Klavikula und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C41\.4	Beckenknochen, Kreuzbein, Steißbein und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C41\.8	Knochen, Gelenke und Gelenkknorpel, mehrere Bereiche überlappend	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C41\.9	Knochen o.n.A.	8000, 8800-9045, 9060-9139, 9150-9589	/1	1	D48.0	Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
ICD-O-3.2 2019	C49\.0	Bindegewebe, Subkutangewebe und sonstige Weichteile des Kopfes, des Gesichtes und des Halses	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.1	Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe
ICD-O-3.2 2019	C49\.1	Bindegewebe, Subkutangewebe und sonstige Weichteile der oberen Extremität und der Schulter	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.1	Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe
ICD-O-3.2 2019	C49\.2	Bindegewebe, Subkutangewebe und sonstige Weichteile der unteren Extremität und der Hüfte	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.1	Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe
ICD-O-3.2 2019	C49\.3	Bindegewebe, Subkutangewebe und sonstige Weichteile des Thorax	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.1	Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe
ICD-O-3.2 2019	C49\.4	Bindegewebe, Subkutangewebe und sonstige Weichteilgewebe des Abdomen	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.1	Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe
ICD-O-3.2 2019	C49\.5	Bindegewebe, Subkutangewebe und sonstige Weichteile des Beckens	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.1	Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe
ICD-O-3.2 2019	C49\.6	Bindegewebe, Subkutangewebe und sonstige Weichteile des Stammes o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.1	Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe
ICD-O-3.2 2019	C49\.8	Bindegewebe, Subkutangewebe und sonstige Weichteile, mehrere Bereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.1	Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe
ICD-O-3.2 2019	C49\.9	Bindegewebe, Subkutangewebe und sonstige Weichteile o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.1	Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe
ICD-O-3.2 2019	C47\.0	Periphere Nerven und autonomes Nervensystem des Kopfes, des Gesichtes und des Halses	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.2	Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem
ICD-O-3.2 2019	C47\.1	Periphere Nerven und autonomes Nervensystem der oberen Extremität und der Schulter	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.2	Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem
ICD-O-3.2 2019	C47\.2	Periphere Nerven und autonomes Nervensystem der unteren Extremität und der Hüfte	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.2	Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem
ICD-O-3.2 2019	C47\.3	Periphere Nerven und autonomes Nervensystem des Thorax	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.2	Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem
ICD-O-3.2 2019	C47\.4	Periphere Nerven und autonomes Nervensystem des Abdomens	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.2	Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem
ICD-O-3.2 2019	C47\.5	Periphere Nerven und autonomes Nervensystem des Beckens	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.2	Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem
ICD-O-3.2 2019	C47\.6	Periphere Nerven und autonomes Nervensystem des Stammes	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.2	Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem
ICD-O-3.2 2019	C47\.8	Periphere Nerven und autonomes Nervensystem, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.2	Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem
ICD-O-3.2 2019	C47\.9	Autonomes Nervensystem o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.2	Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem
ICD-O-3.2 2019	C48\.0	Retroperitoneum	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.3	Neubildung unsicheren oder unbekannten Verhaltens: Retroperitoneum
ICD-O-3.2 2019	C48\.1	Näher bezeichnete Teile des Peritoneums	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.4	Neubildung unsicheren oder unbekannten Verhaltens: Peritoneum
ICD-O-3.2 2019	C48\.1	Näher bezeichnete Teile des Peritoneums	9050-9055	/1	1	D48.4	Neubildung unsicheren oder unbekannten Verhaltens: Peritoneum
ICD-O-3.2 2019	C48\.2	Peritoneum o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.4	Neubildung unsicheren oder unbekannten Verhaltens: Peritoneum
ICD-O-3.2 2019	C44\.0	Lippenhaut o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.5	Neubildung unsicheren oder unbekannten Verhaltens: Haut
ICD-O-3.2 2019	C44\.1	Augenlid	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.5	Neubildung unsicheren oder unbekannten Verhaltens: Haut
ICD-O-3.2 2019	C44\.2	Äußeres Ohr	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.5	Neubildung unsicheren oder unbekannten Verhaltens: Haut
ICD-O-3.2 2019	C44\.3	Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.5	Neubildung unsicheren oder unbekannten Verhaltens: Haut
ICD-O-3.2 2019	C44\.4	Behaarte Kopfhaut und Haut am Hals	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.5	Neubildung unsicheren oder unbekannten Verhaltens: Haut
ICD-O-3.2 2019	C44\.5	Haut am Stamm	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.5	Neubildung unsicheren oder unbekannten Verhaltens: Haut
ICD-O-3.2 2019	C44\.6	Haut der oberen Extremitäten und der Schulter	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.5	Neubildung unsicheren oder unbekannten Verhaltens: Haut
ICD-O-3.2 2019	C44\.7	Haut der unteren Extremität und der Hüfte	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D48.5	Neubildung unsicheren oder unbekannten Verhaltens: Haut
